process_id,parent_id,start_time,end_time,executable_path,user,command_line
4626,9837,2025-03-01 09:47:51,2025-03-01 09:41:15,C:/Windows/System32/winword.exe,janedoe,"""C:/Windows/System32/winword.exe"""
2911,1936,2025-03-01 09:20:46,2025-03-01 10:07:15,C:/Windows/System32/notepad.exe,admin,"""C:/Windows/System32/notepad.exe"""
2592,7311,2025-03-01 09:26:31,2025-03-01 10:01:56,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
9850,6169,2025-03-01 09:28:19,2025-03-01 10:29:25,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
9017,2210,2025-03-01 09:02:14,2025-03-01 10:34:14,C:/Program Files (x86)/svchost.exe,johndoe,"""C:/Program Files (x86)/svchost.exe"""
4559,8827,2025-03-01 09:58:23,2025-03-01 09:49:31,C:/Program Files (x86)/calc.exe,admin,"""C:/Program Files (x86)/calc.exe"""
7018,7807,2025-03-01 09:27:10,2025-03-01 09:37:40,C:/Program Files/notepad.exe,user1,"""C:/Program Files/notepad.exe"""
3001,8381,2025-03-01 09:43:48,2025-03-01 10:27:18,C:/Windows/System32/calc.exe,admin,"""C:/Windows/System32/calc.exe"""
1828,1823,2025-03-01 09:53:43,2025-03-01 10:17:05,C:/Windows/SysWOW64/explorer.exe,user1,"""C:/Windows/SysWOW64/explorer.exe"""
2124,5526,2025-03-01 09:14:44,2025-03-01 10:51:00,C:/Windows/SysWOW64/msedge.exe,user1,"""C:/Windows/SysWOW64/msedge.exe"""
6383,4853,2025-03-01 09:18:55,2025-03-01 10:57:12,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
3129,8560,2025-03-01 09:07:30,2025-03-01 10:30:15,C:/Program Files/explorer.exe,admin,"""C:/Program Files/explorer.exe"""
3159,3664,2025-03-01 09:40:11,2025-03-01 09:44:12,C:/Program Files/calc.exe,admin,"""C:/Program Files/calc.exe"""
3854,2389,2025-03-01 09:50:38,2025-03-01 09:57:28,C:/Windows/System32/explorer.exe,admin,"""C:/Windows/System32/explorer.exe"""
2041,5720,2025-03-01 09:35:02,2025-03-01 10:21:03,C:/Program Files (x86)/cmd.exe,admin,"""C:/Program Files (x86)/cmd.exe"""
8405,5415,2025-03-01 09:02:57,2025-03-01 10:39:17,C:/Windows/SysWOW64/msedge.exe,johndoe,"""C:/Windows/SysWOW64/msedge.exe"""
8504,2476,2025-03-01 09:32:41,2025-03-01 10:55:41,C:/Windows/System32/notepad.exe,janedoe,"""C:/Windows/System32/notepad.exe"""
7984,9017,2025-03-01 09:48:37,2025-03-01 10:00:33,C:/Windows/System32/winword.exe,admin,"""C:/Windows/System32/winword.exe"""
2323,5471,2025-03-01 09:04:29,2025-03-01 09:17:13,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
9984,3129,2025-03-01 09:40:46,2025-03-01 10:12:26,C:/Program Files/powershell.exe,johndoe,"""C:/Program Files/powershell.exe"""
8433,5557,2025-03-01 09:06:46,2025-03-01 10:48:17,C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe"""
4522,9751,2025-03-01 09:28:14,2025-03-01 09:46:16,C:/Program Files (x86)/calc.exe,janedoe,"""C:/Program Files (x86)/calc.exe"""
7532,5438,2025-03-01 09:29:08,2025-03-01 09:42:40,C:/Windows/System32/cmd.exe,johndoe,"""C:/Windows/System32/cmd.exe"""
7132,4346,2025-03-01 09:06:13,2025-03-01 10:53:33,C:/Program Files (x86)/chrome.exe,admin,"""C:/Program Files (x86)/chrome.exe"""
2527,9751,2025-03-01 09:55:25,2025-03-01 09:17:45,C:/Windows/System32/cmd.exe,admin,"""C:/Windows/System32/cmd.exe"""
6400,6400,2025-03-01 09:24:08,2025-03-01 10:59:16,C:/Windows/System32/powershell.exe,janedoe,"""C:/Windows/System32/powershell.exe"""
1842,9702,2025-03-01 09:24:00,2025-03-01 09:14:08,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
3535,2479,2025-03-01 09:57:50,2025-03-01 09:14:46,C:/Program Files (x86)/calc.exe,johndoe,"""C:/Program Files (x86)/calc.exe"""
7022,4006,2025-03-01 09:15:26,2025-03-01 10:50:12,C:/Program Files/msedge.exe,janedoe,"""C:/Program Files/msedge.exe"""
1430,4945,2025-03-01 09:12:18,2025-03-01 09:37:18,C:/Program Files/notepad.exe,johndoe,"""C:/Program Files/notepad.exe"""
6567,4908,2025-03-01 09:59:22,2025-03-01 09:19:33,C:/Windows/System32/explorer.exe,janedoe,"""C:/Windows/System32/explorer.exe"""
2140,1931,2025-03-01 09:50:56,2025-03-01 10:12:25,C:/Windows/System32/chrome.exe,user1,"""C:/Windows/System32/chrome.exe"""
7163,6169,2025-03-01 09:10:44,2025-03-01 09:50:31,C:/Program Files (x86)/cmd.exe,johndoe,"""C:/Program Files (x86)/cmd.exe"""
6314,3535,2025-03-01 09:05:47,2025-03-01 09:07:10,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
3579,7532,2025-03-01 09:46:00,2025-03-01 09:11:08,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
8259,7038,2025-03-01 09:41:26,2025-03-01 10:00:21,C:/Program Files (x86)/winword.exe,janedoe,"""C:/Program Files (x86)/winword.exe"""
5475,6728,2025-03-01 09:23:33,2025-03-01 09:58:41,C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe"""
5640,2592,2025-03-01 09:35:58,2025-03-01 10:31:05,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
1744,7528,2025-03-01 09:03:44,2025-03-01 09:01:02,C:/Program Files (x86)/msedge.exe,user1,"""C:/Program Files (x86)/msedge.exe"""
5938,7267,2025-03-01 09:19:45,2025-03-01 09:44:47,C:/Windows/SysWOW64/svchost.exe,admin,"""C:/Windows/SysWOW64/svchost.exe"""
1126,5102,2025-03-01 09:08:49,2025-03-01 09:51:54,C:/Program Files (x86)/explorer.exe,user1,"""C:/Program Files (x86)/explorer.exe"""
9196,8316,2025-03-01 09:27:06,2025-03-01 10:57:39,C:/Program Files/chrome.exe,admin,"""C:/Program Files/chrome.exe"""
8147,3803,2025-03-01 09:58:51,2025-03-01 09:42:44,C:/Program Files (x86)/chrome.exe,janedoe,"""C:/Program Files (x86)/chrome.exe"""
7626,6383,2025-03-01 09:07:51,2025-03-01 09:55:18,C:/Program Files (x86)/svchost.exe,admin,"""C:/Program Files (x86)/svchost.exe"""
6321,9666,2025-03-01 09:56:47,2025-03-01 10:34:09,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
2443,3068,2025-03-01 09:29:44,2025-03-01 10:20:24,C:/Windows/System32/calc.exe,janedoe,"""C:/Windows/System32/calc.exe"""
9584,6107,2025-03-01 09:50:54,2025-03-01 09:46:21,C:/Program Files (x86)/svchost.exe,user1,"""C:/Program Files (x86)/svchost.exe"""
6456,7022,2025-03-01 09:34:50,2025-03-01 10:26:27,C:/Windows/SysWOW64/chrome.exe,admin,"""C:/Windows/SysWOW64/chrome.exe"""
9693,2494,2025-03-01 09:23:58,2025-03-01 10:39:18,C:/Windows/SysWOW64/cmd.exe,user1,"""C:/Windows/SysWOW64/cmd.exe"""
4871,6804,2025-03-01 09:13:28,2025-03-01 09:23:41,"C:/Windows/SysWOW64/svchost.exe,unexpected",user1,"""C:/Windows/SysWOW64/svchost.exe,unexpected"""
2234,4450,2025-03-01 09:51:30,2025-03-01 10:16:58,C:/Program Files (x86)/winword.exe,janedoe,"""C:/Program Files (x86)/winword.exe"""
6295,2234,2025-03-01 09:30:01,2025-03-01 09:09:19,C:/Program Files/explorer.exe,janedoe,"""C:/Program Files/explorer.exe"""
8245,9138,2025-03-01 09:40:22,2025-03-01 09:07:40,C:/Program Files/svchost.exe,johndoe,"""C:/Program Files/svchost.exe"""
9312,2133,2025-03-01 09:30:51,2025-03-01 09:05:08,C:/Program Files/winword.exe,admin,"""C:/Program Files/winword.exe"""
7041,9196,2025-03-01 09:44:00,2025-03-01 10:57:59,C:/Program Files/chrome.exe,admin,"""C:/Program Files/chrome.exe"""
9307,2419,2025-03-01 09:37:50,2025-03-01 10:48:06,C:/Program Files (x86)/msedge.exe,admin,"""C:/Program Files (x86)/msedge.exe"""
8368,5475,2025-03-01 09:21:56,2025-03-01 10:22:36,C:/Users/JohnDoe/AppData/Local/Programs/calc.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/calc.exe"""
9214,2343,2025-03-01 09:07:03,2025-03-01 10:50:43,C:/Windows/System32/winword.exe,johndoe,"""C:/Windows/System32/winword.exe"""
2381,5557,2025-03-01 09:16:54,2025-03-01 10:36:36,C:/Windows/SysWOW64/notepad.exe,janedoe,"""C:/Windows/SysWOW64/notepad.exe"""
8199,4073,2025-03-01 09:10:50,2025-03-01 09:49:41,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
5634,6511,2025-03-01 09:46:20,2025-03-01 10:21:37,C:/Program Files (x86)/cmd.exe,admin,"""C:/Program Files (x86)/cmd.exe"""
6482,6310,2025-03-01 09:38:05,2025-03-01 10:32:37,C:/Program Files/chrome.exe,janedoe,"""C:/Program Files/chrome.exe"""
5655,7888,2025-03-01 09:22:45,2025-03-01 09:11:07,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
6731,2020,2025-03-01 09:40:37,2025-03-01 10:36:46,C:/Program Files (x86)/explorer.exe,admin,"""C:/Program Files (x86)/explorer.exe"""
6072,8316,2025-03-01 09:55:30,2025-03-01 09:17:26,C:/Program Files (x86)/cmd.exe,admin,"""C:/Program Files (x86)/cmd.exe"""
7937,2494,2025-03-01 09:24:45,2025-03-01 09:42:10,C:/Program Files/notepad.exe,user1,"""C:/Program Files/notepad.exe"""
4509,8705,2025-03-01 09:15:27,2025-03-01 09:18:46,C:/Program Files (x86)/calc.exe,user1,"""C:/Program Files (x86)/calc.exe"""
2264,5543,2025-03-01 09:52:37,2025-03-01 10:13:41,C:/Windows/System32/excel.exe,admin,"""C:/Windows/System32/excel.exe"""
6517,9312,2025-03-01 09:40:46,2025-03-01 09:51:26,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
3658,9280,2025-03-01 09:49:13,2025-03-01 09:59:45,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
7731,2669,2025-03-01 09:41:40,2025-03-01 09:38:54,C:/Windows/SysWOW64/winword.exe,janedoe,"""C:/Windows/SysWOW64/winword.exe"""
4833,8941,2025-03-01 09:55:12,2025-03-01 10:47:05,C:/Windows/SysWOW64/svchost.exe,janedoe,"""C:/Windows/SysWOW64/svchost.exe"""
4178,6688,2025-03-01 09:31:31,2025-03-01 10:45:03,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
7256,5415,2025-03-01 09:11:03,2025-03-01 10:51:31,C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe"""
3267,8245,2025-03-01 09:43:46,2025-03-01 10:05:36,C:/Program Files/notepad.exe,johndoe,"""C:/Program Files/notepad.exe"""
2680,3129,2025-03-01 09:19:27,2025-03-01 09:11:27,C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe"""
5469,7818,2025-03-01 09:56:43,2025-03-01 09:59:43,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
4637,1744,2025-03-01 09:01:49,2025-03-01 09:56:38,C:/Program Files (x86)/cmd.exe,admin,"""C:/Program Files (x86)/cmd.exe"""
7495,5415,2025-03-01 09:26:21,2025-03-01 09:11:08,C:/Program Files/calc.exe,johndoe,"""C:/Program Files/calc.exe"""
4678,4483,2025-03-01 09:57:17,2025-03-01 10:37:34,C:/Program Files/chrome.exe,johndoe,"""C:/Program Files/chrome.exe"""
3392,1936,2025-03-01 09:56:38,2025-03-01 10:04:30,C:/Windows/System32/svchost.exe,user1,"""C:/Windows/System32/svchost.exe"""
8685,3485,2025-03-01 09:05:24,2025-03-01 09:02:35,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
4533,8147,2025-03-01 09:49:38,2025-03-01 10:23:07,C:/Windows/SysWOW64/excel.exe,janedoe,"""C:/Windows/SysWOW64/excel.exe"""
2821,3535,2025-03-01 09:20:33,2025-03-01 09:16:38,C:/Program Files/calc.exe,admin,"""C:/Program Files/calc.exe"""
4906,7626,2025-03-01 09:04:17,2025-03-01 09:15:08,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
9782,5040,2025-03-01 09:16:30,2025-03-01 10:38:06,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
5772,9693,2025-03-01 09:24:05,2025-03-01 09:32:50,C:/Windows/System32/msedge.exe,janedoe,"""C:/Windows/System32/msedge.exe"""
4068,9666,2025-03-01 09:04:37,2025-03-01 10:11:49,C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe"""
7397,3658,2025-03-01 09:25:29,2025-03-01 09:34:37,C:/Windows/System32/powershell.exe,admin,"""C:/Windows/System32/powershell.exe"""
6850,4566,2025-03-01 09:50:02,2025-03-01 10:29:42,C:/Program Files/calc.exe,admin,"""C:/Program Files/calc.exe"""
6447,6085,2025-03-01 09:37:16,2025-03-01 09:46:13,C:/Windows/System32/cmd.exe,user1,"""C:/Windows/System32/cmd.exe"""
8612,3267,2025-03-01 09:04:18,2025-03-01 10:37:45,C:/Windows/SysWOW64/explorer.exe,janedoe,"""C:/Windows/SysWOW64/explorer.exe"""
1605,9864,2025-03-01 09:54:00,2025-03-01 09:27:14,C:/Windows/SysWOW64/notepad.exe,admin,"""C:/Windows/SysWOW64/notepad.exe"""
6170,5097,2025-03-01 09:55:39,2025-03-01 10:14:08,C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe"""
5150,2133,2025-03-01 09:24:22,2025-03-01 10:57:42,C:/Windows/SysWOW64/svchost.exe,admin,"""C:/Windows/SysWOW64/svchost.exe"""
6438,7807,2025-03-01 09:29:49,2025-03-01 09:54:36,C:/Windows/System32/cmd.exe,janedoe,"""C:/Windows/System32/cmd.exe"""
7334,2592,2025-03-01 09:47:14,2025-03-01 10:07:55,C:/Windows/SysWOW64/winword.exe,johndoe,"""C:/Windows/SysWOW64/winword.exe"""
9507,8941,2025-03-01 09:05:23,2025-03-01 09:58:47,C:/Windows/System32/powershell.exe,user1,"""C:/Windows/System32/powershell.exe"""
9937,9864,2025-03-01 09:05:27,2025-03-01 09:44:46,C:/Program Files/chrome.exe,johndoe,"""C:/Program Files/chrome.exe"""
6021,9214,2025-03-01 09:11:22,2025-03-01 10:34:10,C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe"""
6759,9214,2025-03-01 09:41:58,2025-03-01 09:59:23,C:/Windows/System32/cmd.exe,johndoe,"""C:/Windows/System32/cmd.exe"""
1939,2343,2025-03-01 09:35:01,2025-03-01 10:49:22,C:/Program Files (x86)/cmd.exe,user1,"""C:/Program Files (x86)/cmd.exe"""
1510,9702,2025-03-01 09:02:22,2025-03-01 09:17:14,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
4866,8504,2025-03-01 09:38:43,2025-03-01 09:04:25,C:/Program Files/powershell.exe,user1,"""C:/Program Files/powershell.exe"""
8371,2323,2025-03-01 09:52:05,2025-03-01 09:10:29,C:/Program Files/winword.exe,user1,"""C:/Program Files/winword.exe"""
9674,8504,2025-03-01 09:44:20,2025-03-01 09:38:03,C:/Program Files (x86)/cmd.exe,user1,"""C:/Program Files (x86)/cmd.exe"""
2858,2827,2025-03-01 09:35:20,2025-03-01 09:52:50,C:/Windows/SysWOW64/winword.exe,admin,"""C:/Windows/SysWOW64/winword.exe"""
5288,7622,2025-03-01 09:41:46,2025-03-01 09:38:59,C:/Program Files (x86)/calc.exe,janedoe,"""C:/Program Files (x86)/calc.exe"""
4279,6409,2025-03-01 09:30:51,2025-03-01 09:23:34,C:/Windows/SysWOW64/chrome.exe,janedoe,"""C:/Windows/SysWOW64/chrome.exe"""
2438,6061,2025-03-01 09:37:32,2025-03-01 10:14:01,C:/Program Files/chrome.exe,johndoe,"""C:/Program Files/chrome.exe"""
5914,7232,2025-03-01 09:34:43,2025-03-01 09:30:36,C:/Windows/SysWOW64/cmd.exe,admin,"""C:/Windows/SysWOW64/cmd.exe"""
4292,2746,2025-03-01 09:01:47,2025-03-01 09:49:16,C:/Windows/SysWOW64/winword.exe,johndoe,"""C:/Windows/SysWOW64/winword.exe"""
8657,4292,2025-03-01 09:05:53,2025-03-01 09:08:58,C:/Windows/SysWOW64/msedge.exe,johndoe,"""C:/Windows/SysWOW64/msedge.exe"""
7523,3267,2025-03-01 09:52:30,2025-03-01 09:55:54,"C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,unexpected",admin,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,unexpected"""
3053,4115,2025-03-01 09:31:48,2025-03-01 10:32:51,C:/Windows/System32/winword.exe,johndoe,"""C:/Windows/System32/winword.exe"""
3102,4292,2025-03-01 09:52:24,2025-03-01 09:17:37,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
9238,5073,2025-03-01 09:10:26,2025-03-01 09:41:31,C:/Windows/System32/excel.exe,user1,"""C:/Windows/System32/excel.exe"""
3653,9837,2025-03-01 09:35:25,2025-03-01 09:38:46,C:/Windows/SysWOW64/cmd.exe,admin,"""C:/Windows/SysWOW64/cmd.exe"""
5105,6813,2025-03-01 09:08:32,2025-03-01 10:25:20,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
9740,5533,2025-03-01 09:40:24,2025-03-01 10:19:16,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
3804,2911,2025-03-01 09:56:20,2025-03-01 10:57:56,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
2330,6413,2025-03-01 09:44:27,2025-03-01 09:28:46,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
1496,2821,2025-03-01 09:43:49,2025-03-01 09:41:14,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
5012,5475,2025-03-01 09:04:58,2025-03-01 10:34:01,C:/Program Files/winword.exe,admin,"""C:/Program Files/winword.exe"""
3589,7041,2025-03-01 09:31:42,2025-03-01 09:27:51,C:/Program Files (x86)/winword.exe,johndoe,"""C:/Program Files (x86)/winword.exe"""
3353,5837,2025-03-01 09:27:13,2025-03-01 09:17:51,C:/Program Files/cmd.exe,johndoe,"""C:/Program Files/cmd.exe"""
9437,9238,2025-03-01 09:16:30,2025-03-01 10:03:41,C:/Windows/System32/cmd.exe,admin,"""C:/Windows/System32/cmd.exe"""
5382,8199,2025-03-01 09:06:36,2025-03-01 09:06:54,C:/Windows/SysWOW64/explorer.exe,johndoe,"""C:/Windows/SysWOW64/explorer.exe"""
7293,7626,2025-03-01 09:55:32,2025-03-01 09:44:42,C:/Windows/SysWOW64/explorer.exe,johndoe,"""C:/Windows/SysWOW64/explorer.exe"""
4110,4110,2025-03-01 09:31:52,2025-03-01 10:08:05,C:/Program Files (x86)/excel.exe,johndoe,"""C:/Program Files (x86)/excel.exe"""
9148,2040,2025-03-01 09:34:30,2025-03-01 10:02:25,C:/Windows/System32/powershell.exe,user1,"""C:/Windows/System32/powershell.exe"""
4524,5382,2025-03-01 09:03:27,2025-03-01 09:38:24,C:/Program Files/notepad.exe,janedoe,"""C:/Program Files/notepad.exe"""
8710,7325,2025-03-01 09:57:50,2025-03-01 09:14:40,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
3194,1845,2025-03-01 09:24:58,2025-03-01 09:06:10,C:/Program Files/powershell.exe,janedoe,"""C:/Program Files/powershell.exe"""
1838,3804,2025-03-01 09:24:44,2025-03-01 10:15:32,C:/Users/JohnDoe/AppData/Local/Programs/calc.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/calc.exe"""
2204,1842,2025-03-01 09:52:10,2025-03-01 10:15:04,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
2946,9977,2025-03-01 09:25:28,2025-03-01 10:48:31,C:/Windows/System32/powershell.exe,johndoe,"""C:/Windows/System32/powershell.exe"""
6990,9702,2025-03-01 09:34:45,2025-03-01 09:54:48,C:/Windows/SysWOW64/msedge.exe,admin,"""C:/Windows/SysWOW64/msedge.exe"""
1742,5342,2025-03-01 09:54:53,2025-03-01 10:04:40,C:/Windows/SysWOW64/cmd.exe,janedoe,"""C:/Windows/SysWOW64/cmd.exe"""
3440,3440,2025-03-01 09:22:23,2025-03-01 10:23:42,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
3662,6567,2025-03-01 09:40:31,2025-03-01 09:45:55,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
5911,4178,2025-03-01 09:22:36,2025-03-01 10:31:59,C:/Windows/System32/cmd.exe,admin,"""C:/Windows/System32/cmd.exe"""
7824,5382,2025-03-01 09:40:44,2025-03-01 10:04:47,C:/Program Files/notepad.exe,johndoe,"""C:/Program Files/notepad.exe"""
4728,6804,2025-03-01 09:11:38,2025-03-01 10:11:34,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
3421,6039,2025-03-01 09:47:49,2025-03-01 09:15:00,C:/Windows/System32/msedge.exe,user1,"""C:/Windows/System32/msedge.exe"""
1310,7041,2025-03-01 09:10:20,2025-03-01 09:56:22,C:/Program Files/powershell.exe,user1,"""C:/Program Files/powershell.exe"""
7723,9782,2025-03-01 09:59:35,2025-03-01 10:55:49,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
3262,5150,2025-03-01 09:22:11,2025-03-01 10:30:24,C:/Windows/SysWOW64/excel.exe,janedoe,"""C:/Windows/SysWOW64/excel.exe"""
9609,4522,2025-03-01 09:31:22,2025-03-01 10:12:47,C:/Program Files/explorer.exe,johndoe,"""C:/Program Files/explorer.exe"""
9950,6383,2025-03-01 09:33:03,2025-03-01 09:26:15,C:/Program Files/msedge.exe,user1,"""C:/Program Files/msedge.exe"""
5571,3053,2025-03-01 09:20:19,2025-03-01 10:45:17,C:/Program Files/calc.exe,johndoe,"""C:/Program Files/calc.exe"""
4396,4678,2025-03-01 09:23:48,2025-03-01 10:16:31,C:/Program Files/winword.exe,johndoe,"""C:/Program Files/winword.exe"""
5715,6409,2025-03-01 09:25:55,2025-03-01 09:53:52,C:/Users/JohnDoe/AppData/Local/Programs/excel.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/excel.exe"""
3399,7717,2025-03-01 09:48:45,2025-03-01 09:10:47,C:/Windows/System32/svchost.exe,johndoe,"""C:/Windows/System32/svchost.exe"""
8247,3634,2025-03-01 09:13:47,2025-03-01 10:53:02,C:/Program Files (x86)/calc.exe,johndoe,"""C:/Program Files (x86)/calc.exe"""
5450,7291,2025-03-01 09:50:34,2025-03-01 10:20:07,C:/Windows/System32/msedge.exe,user1,"""C:/Windows/System32/msedge.exe"""
4972,8749,2025-03-01 09:43:33,2025-03-01 09:31:47,C:/Users/JohnDoe/AppData/Local/Programs/calc.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/calc.exe"""
2641,1126,2025-03-01 09:06:51,2025-03-01 10:33:00,C:/Program Files/winword.exe,user1,"""C:/Program Files/winword.exe"""
1084,5914,2025-03-01 09:44:34,2025-03-01 10:59:55,C:/Windows/SysWOW64/powershell.exe,janedoe,"""C:/Windows/SysWOW64/powershell.exe"""
8822,9004,2025-03-01 09:19:29,2025-03-01 10:28:11,C:/Program Files/cmd.exe,admin,"""C:/Program Files/cmd.exe"""
2465,1496,2025-03-01 09:50:25,2025-03-01 10:38:43,C:/Windows/SysWOW64/excel.exe,admin,"""C:/Windows/SysWOW64/excel.exe"""
3868,8147,2025-03-01 09:57:05,2025-03-01 09:54:12,C:/Windows/SysWOW64/notepad.exe,janedoe,"""C:/Windows/SysWOW64/notepad.exe"""
4052,7717,2025-03-01 09:20:22,2025-03-01 10:17:32,C:/Windows/System32/notepad.exe,admin,"""C:/Windows/System32/notepad.exe"""
6489,7730,2025-03-01 09:35:47,2025-03-01 10:07:26,C:/Program Files (x86)/excel.exe,user1,"""C:/Program Files (x86)/excel.exe"""
9261,6517,2025-03-01 09:55:12,2025-03-01 09:15:22,C:/Program Files/calc.exe,johndoe,"""C:/Program Files/calc.exe"""
3662,6731,2025-03-01 09:00:57,2025-03-01 10:40:34,C:/Program Files/explorer.exe,johndoe,"""C:/Program Files/explorer.exe"""
5833,9740,2025-03-01 09:41:42,2025-03-01 10:56:53,C:/Windows/SysWOW64/explorer.exe,janedoe,"""C:/Windows/SysWOW64/explorer.exe"""
8007,1605,2025-03-01 09:27:21,2025-03-01 10:31:22,C:/Program Files/chrome.exe,admin,"""C:/Program Files/chrome.exe"""
4027,2746,2025-03-01 09:16:56,2025-03-01 09:00:55,C:/Program Files (x86)/cmd.exe,johndoe,"""C:/Program Files (x86)/cmd.exe"""
7284,8381,2025-03-01 09:22:30,2025-03-01 09:41:13,C:/Program Files (x86)/svchost.exe,admin,"""C:/Program Files (x86)/svchost.exe"""
