process_id,event_type,event_time,user,executable_path,src_ip,dst_ip,src_port,dst_port,file_path,operation,registry_key,value_name,value_data
1822,network,2025-03-01 09:22:15,user1,,230.120.227.166,108.101.166.117,52074.0,80.0,,,,,
6813,network,2025-03-01 09:03:42,janedoe,,61.211.102.192,229.112.37.241,39368.0,443.0,,,,,
7717,network,2025-03-01 09:18:24,user1,,56.232.91.198,96.69.234.99,42444.0,443.0,,,,,
2923,network,2025-03-01 09:51:54,johndoe,,33.16.30.143,35.56.238.234,28432.0,80.0,,,,,
7041,network,2025-03-01 09:33:23,user1,,227.151.80.87,148.117.44.210,57186.0,8080.0,,,,,
6183,network,2025-03-01 09:39:33,user1,,122.236.142.7,187.219.126.126,22473.0,443.0,,,,,
7719,network,2025-03-01 09:02:17,janedoe,,238.76.2.213,251.22.20.240,49093.0,8080.0,,,,,
3086,network,2025-03-01 09:27:45,user1,,101.245.50.231,127.123.42.6,46450.0,8080.0,,,,,
1845,network,2025-03-01 09:58:34,admin,,92.151.122.46,5.245.156.82,47115.0,443.0,,,,,
1860,network,2025-03-01 09:04:49,janedoe,,117.237.70.207,48.189.237.0,57410.0,8080.0,,,,,
9967,network,2025-03-01 09:50:13,admin,,177.170.16.151,110.138.106.41,41686.0,443.0,,,,,
1999,network,2025-03-01 09:11:57,admin,,243.186.26.56,99.187.238.20,24982.0,443.0,,,,,
1635,network,2025-03-01 09:51:56,user1,,182.104.70.171,62.58.244.107,50383.0,8080.0,,,,,
2641,network,2025-03-01 09:34:13,admin,,91.136.216.141,14.32.190.176,30673.0,443.0,,,,,
7418,network,2025-03-01 09:26:40,user1,,182.149.231.188,205.33.96.234,6745.0,80.0,,,,,
3589,network,2025-03-01 09:35:32,admin,,246.39.55.84,71.57.75.254,10887.0,80.0,,,,,
4110,network,2025-03-01 09:01:30,user1,,107.67.242.177,108.227.10.149,13414.0,80.0,,,,,
6319,network,2025-03-01 09:38:43,user1,,243.171.210.175,168.167.248.227,31039.0,443.0,,,,,
8460,network,2025-03-01 09:10:07,johndoe,,203.156.87.133,59.247.190.147,51470.0,80.0,,,,,
3804,network,2025-03-01 09:02:48,johndoe,,117.85.82.146,47.89.78.82,16615.0,80.0,,,,,
99999,network,2025-03-01 09:10:05,johndoe,,33.225.133.189,48.105.17.162,65119.0,443.0,,,,,
3174,network,2025-03-01 09:31:16,johndoe,,139.83.154.62,236.12.207.255,51389.0,80.0,,,,,
2747,network,2025-03-01 09:07:40,janedoe,,2.169.151.242,230.148.75.226,23220.0,8080.0,,,,,
5797,network,2025-03-01 09:22:16,admin,,11.71.59.157,7.205.112.228,24446.0,80.0,,,,,
5308,network,2025-03-01 09:05:57,janedoe,,165.99.113.142,51.11.42.228,45396.0,8080.0,,,,,
7022,network,2025-03-01 09:00:49,johndoe,,126.162.28.184,102.75.218.189,26328.0,443.0,,,,,
9866,network,2025-03-01 09:55:00,janedoe,,90.157.228.44,56.227.212.226,19939.0,80.0,,,,,
7564,network,2025-03-01 09:22:53,admin,,230.212.71.44,37.106.155.243,57878.0,8080.0,,,,,
9740,network,2025-03-01 09:48:29,user1,,246.192.45.3,105.139.212.89,37449.0,443.0,,,,,
6314,network,2025-03-01 09:31:38,user1,,48.195.148.251,11.154.155.252,37677.0,8080.0,,,,,
2612,network,2025-03-01 09:33:34,user1,,203.1.78.134,77.241.63.147,28362.0,80.0,,,,,
99999,network,2025-03-01 09:42:52,janedoe,,31.141.252.34,154.185.246.223,57931.0,443.0,,,,,
7765,network,2025-03-01 09:31:28,user1,,178.61.191.8,217.132.83.29,10601.0,443.0,,,,,
7775,network,2025-03-01 09:43:37,admin,,42.27.139.184,108.182.24.148,20138.0,8080.0,,,,,
1567,network,2025-03-01 09:47:38,johndoe,,50.93.48.85,140.165.161.154,18814.0,8080.0,,,,,
2419,network,2025-03-01 09:11:07,admin,,137.180.73.6,36.144.190.248,28024.0,443.0,,,,,
8245,network,2025-03-01 09:01:11,janedoe,,40.113.96.58,107.235.39.59,54687.0,80.0,,,,,
2943,network,2025-03-01 09:55:36,admin,,80.185.71.226,228.175.88.155,2908.0,8080.0,,,,,
8368,network,2025-03-01 09:52:05,admin,,33.72.116.157,33.107.66.40,28864.0,8080.0,,,,,
2020,network,2025-03-01 09:17:16,admin,,5.247.220.21,51.55.16.30,31765.0,80.0,,,,,
2389,network,2025-03-01 09:01:59,admin,,78.5.49.63,236.105.102.94,44972.0,443.0,,,,,
7512,network,2025-03-01 09:52:06,admin,,217.142.178.180,42.123.34.50,54736.0,8080.0,,,,,
8982,network,2025-03-01 09:58:06,janedoe,,56.98.144.87,231.2.50.109,61348.0,8080.0,,,,,
4974,network,2025-03-01 09:15:32,janedoe,,179.94.225.54,47.181.194.217,15066.0,8080.0,,,,,
7818,network,2025-03-01 09:38:02,admin,,195.160.63.238,29.69.253.184,47209.0,443.0,,,,,
1444,network,2025-03-01 09:27:48,johndoe,,84.252.59.197,73.233.159.227,15826.0,8080.0,,,,,
1136,network,2025-03-01 09:45:52,admin,,110.96.35.243,241.188.91.6,45205.0,443.0,,,,,
3527,network,2025-03-01 09:13:35,johndoe,,113.43.61.73,102.205.52.86,5264.0,443.0,,,,,
3579,network,2025-03-01 09:52:17,johndoe,,153.206.62.119,215.217.255.142,51147.0,8080.0,,,,,
5581,network,2025-03-01 09:07:22,admin,,203.204.182.243,171.207.248.142,10682.0,443.0,,,,,
9782,network,2025-03-01 09:01:49,user1,,126.254.118.68,8.50.27.34,33669.0,8080.0,,,,,
7112,network,2025-03-01 09:13:47,johndoe,,155.167.78.155,160.49.39.252,52976.0,443.0,,,,,
1144,network,2025-03-01 09:26:11,janedoe,,###CORRUPT###128.251.133.175,208.9.16.220,58703.0,80.0,,,,,
4396,network,2025-03-01 09:11:12,janedoe,,219.192.226.235,10.16.90.155,59003.0,8080.0,,,,,
2388,network,2025-03-01 09:58:19,user1,,35.159.199.249,196.56.251.240,32213.0,8080.0,,,,,
5896,network,2025-03-01 09:01:55,admin,,15.200.134.253,152.193.180.145,22027.0,80.0,,,,,
3634,network,2025-03-01 09:24:23,janedoe,,215.187.178.13,196.174.194.49,29083.0,443.0,,,,,
5516,network,2025-03-01 09:07:48,johndoe,,15.125.126.120,166.159.43.33,57970.0,443.0,,,,,
2592,network,2025-03-01 09:32:03,admin,,6.166.19.235,169.216.215.136,2361.0,8080.0,,,,,
3399,network,2025-03-01 09:34:19,johndoe,,97.199.165.50,207.250.51.105,23041.0,443.0,,,,,
2775,network,2025-03-01 09:03:14,johndoe,,158.153.186.223,52.254.38.109,19856.0,443.0,,,,,
1145,network,2025-03-01 09:32:26,janedoe,,103.115.47.48,152.172.139.34,38145.0,8080.0,,,,,
7626,network,2025-03-01 09:42:39,janedoe,,89.39.154.153,111.160.102.212,27389.0,443.0,,,,,
9762,network,2025-03-01 09:36:22,janedoe,,196.92.9.95,148.255.109.239,18583.0,8080.0,,,,,
3354,network,2025-03-01 09:52:15,johndoe,,145.30.102.186,119.75.123.77,49942.0,8080.0,,,,,
9589,network,2025-03-01 09:44:06,user1,,112.210.163.32,163.104.211.136,55006.0,443.0,,,,,
8612,network,2025-03-01 09:31:41,janedoe,,176.120.207.122,30.76.98.14,17118.0,443.0,,,,,
3821,network,2025-03-01 09:53:54,johndoe,,254.223.216.18,52.81.139.69,2933.0,443.0,,,,,
9608,network,2025-03-01 09:20:20,admin,,141.90.21.248,201.10.28.42,21596.0,8080.0,,,,,
6393,network,2025-03-01 09:34:09,admin,,245.208.186.46,102.71.120.57,38443.0,8080.0,,,,,
6878,network,2025-03-01 09:50:19,janedoe,,171.128.254.46,61.62.160.168,55571.0,8080.0,,,,,
6868,network,2025-03-01 09:30:00,janedoe,,192.120.216.111,37.54.89.109,64588.0,443.0,,,,,
6850,network,2025-03-01 09:16:49,johndoe,,221.28.251.191,180.57.162.216,32144.0,8080.0,,,,,
5989,network,2025-03-01 09:02:22,admin,,201.74.185.243,184.188.157.10,43320.0,8080.0,,,,,
3435,network,2025-03-01 09:26:31,admin,,235.122.129.196,80.185.62.121,57230.0,443.0,,,,,
1100,network,2025-03-01 09:29:57,johndoe,,246.201.130.154,24.120.152.107,57346.0,80.0,,,,,
5989,network,2025-03-01 09:57:25,johndoe,,208.208.17.140,222.41.251.241,49320.0,443.0,,,,,
7971,network,2025-03-01 09:55:31,johndoe,,109.51.82.133,130.33.180.215,40484.0,8080.0,,,,,
4568,network,2025-03-01 09:54:00,user1,,,178.14.26.94,42321.0,443.0,,,,,
3664,network,2025-03-01 09:48:42,user1,,103.102.156.160,148.42.56.80,17382.0,8080.0,,,,,
5994,network,2025-03-01 09:56:26,johndoe,,153.210.163.231,123.68.133.88,46077.0,8080.0,,,,,
6905,network,2025-03-01 09:15:19,admin,,73.101.43.212,95.93.201.193,62939.0,8080.0,,,,,
7389,network,2025-03-01 09:29:16,johndoe,,6.117.45.236,51.134.86.25,27306.0,8080.0,,,,,
8269,network,2025-03-01 09:48:42,user1,,23.188.87.60,4.222.232.253,8790.0,80.0,,,,,
2527,network,2025-03-01 09:56:15,johndoe,,243.136.147.253,98.66.220.105,40351.0,80.0,,,,,
2492,network,2025-03-01 09:16:04,janedoe,,174.96.214.92,105.74.14.148,64995.0,443.0,,,,,
6728,network,2025-03-01 09:27:08,user1,,64.189.234.43,3.240.68.165,64882.0,8080.0,,,,,
8796,network,2025-03-01 09:32:08,johndoe,,99.216.131.37,25.30.26.170,62042.0,80.0,,,,,
3247,network,2025-03-01 09:26:00,johndoe,,,241.23.2.129,34089.0,8080.0,,,,,
8803,network,2025-03-01 09:23:09,janedoe,,102.189.67.21,149.91.133.86,34037.0,443.0,,,,,
1845,network,2025-03-01 09:34:04,johndoe,,23.162.221.72,67.59.160.22,65152.0,80.0,,,,,
1108,network,2025-03-01 09:21:32,janedoe,,###CORRUPT###93.220.144.134,157.135.160.223,59526.0,80.0,,,,,
1324,network,2025-03-01 09:32:06,johndoe,,244.77.225.27,49.76.27.117,13026.0,80.0,,,,,
2233,network,2025-03-01 09:38:17,janedoe,,181.239.223.59,255.253.20.226,24388.0,8080.0,,,,,
4314,network,2025-03-01 09:51:11,johndoe,,127.57.75.63,90.47.104.145,12863.0,80.0,,,,,
6094,network,2025-03-01 09:22:26,admin,,229.108.2.92,107.39.126.255,45385.0,80.0,,,,,
3804,network,2025-03-01 09:31:25,janedoe,,175.62.201.191,152.54.165.78,2916.0,80.0,,,,,
4568,network,2025-03-01 09:50:07,user1,,161.137.2.168,249.22.231.166,63114.0,8080.0,,,,,
2443,network,2025-03-01 09:17:25,user1,,221.24.144.165,205.28.36.195,7089.0,443.0,,,,,
3267,network,2025-03-01 09:19:27,user1,,248.204.45.10,219.106.83.198,52108.0,443.0,,,,,
3441,network,2025-03-01 09:34:59,user1,,77.251.221.158,232.67.183.49,55553.0,443.0,,,,,
3938,network,2025-03-01 09:41:54,user1,,115.198.243.137,145.216.46.216,54173.0,443.0,,,,,
3733,network,2025-03-01 09:48:43,user1,,162.218.47.20,132.174.237.114,43465.0,8080.0,,,,,
2735,network,2025-03-01 09:46:42,johndoe,,127.42.148.239,112.40.244.153,10763.0,80.0,,,,,
2352,network,2025-03-01 09:28:11,admin,,64.218.151.24,142.39.23.55,34490.0,443.0,,,,,
3246,network,2025-03-01 09:31:35,user1,,170.129.181.130,150.41.8.58,49554.0,8080.0,,,,,
5664,network,2025-03-01 09:30:42,johndoe,,47.201.23.42,107.152.160.232,50657.0,8080.0,,,,,
2904,network,2025-03-01 09:00:23,janedoe,,248.95.108.94,21.132.54.222,36044.0,80.0,,,,,
4929,network,2025-03-01 09:24:37,janedoe,,4.87.244.235,178.207.249.155,41557.0,8080.0,,,,,
9787,network,2025-03-01 09:58:38,admin,,78.44.64.69,4.97.57.8,46639.0,80.0,,,,,
7626,network,2025-03-01 09:10:06,janedoe,,124.74.123.223,216.97.44.154,51468.0,443.0,,,,,
8412,network,2025-03-01 09:39:57,user1,,6.59.85.78,190.227.248.241,2310.0,443.0,,,,,
8259,network,2025-03-01 09:50:19,johndoe,,76.200.26.170,3.52.221.212,56638.0,443.0,,,,,
4853,network,2025-03-01 09:37:46,admin,,125.204.248.249,60.31.9.216,38799.0,443.0,,,,,
4866,network,2025-03-01 09:19:39,user1,,229.213.242.59,127.177.229.223,2387.0,80.0,,,,,
1439,network,2025-03-01 09:49:21,janedoe,,89.224.118.112,151.173.239.67,58903.0,443.0,,,,,
4878,network,2025-03-01 09:19:16,admin,,,107.184.241.82,41777.0,80.0,,,,,
9810,network,2025-03-01 09:20:43,user1,,124.66.88.102,41.251.51.212,62828.0,443.0,,,,,
7626,network,2025-03-01 09:02:10,admin,,143.24.9.183,226.133.182.81,12474.0,8080.0,,,,,
7813,network,2025-03-01 09:52:31,admin,,111.58.116.61,144.114.249.132,23327.0,443.0,,,,,
8289,network,2025-03-01 09:07:13,admin,,225.136.77.53,181.25.224.234,64112.0,80.0,,,,,
8515,network,2025-03-01 09:19:56,janedoe,,144.21.53.85,162.60.105.185,11315.0,8080.0,,,,,
8807,network,2025-03-01 09:29:58,janedoe,,130.255.50.78,166.186.171.70,9083.0,80.0,,,,,
5773,network,2025-03-01 09:48:49,janedoe,,197.3.125.242,88.146.87.43,18457.0,443.0,,,,,
3365,network,2025-03-01 09:31:19,johndoe,,162.125.77.215,202.116.70.219,28117.0,443.0,,,,,
8972,network,2025-03-01 09:52:43,user1,,8.226.74.5,184.35.43.173,21655.0,443.0,,,,,
3733,network,2025-03-01 09:47:50,johndoe,,16.201.18.77,232.29.151.214,27369.0,8080.0,,,,,
7980,network,2025-03-01 09:14:00,janedoe,,191.160.176.4,212.143.75.206,30265.0,8080.0,,,,,
6309,network,2025-03-01 09:50:31,user1,,89.207.101.154,22.18.171.199,48544.0,8080.0,,,,,
3615,network,2025-03-01 09:54:22,johndoe,,254.145.109.47,131.159.174.81,2558.0,80.0,,,,,
5469,network,2025-03-01 09:24:11,admin,,214.155.216.56,188.30.190.132,42114.0,8080.0,,,,,
3647,network,2025-03-01 09:54:58,user1,,194.63.229.152,147.2.232.173,65442.0,80.0,,,,,
9715,network,2025-03-01 09:13:08,johndoe,,77.145.71.193,134.126.53.167,34870.0,8080.0,,,,,
6533,network,2025-03-01 09:32:30,user1,,26.75.217.210,21.47.31.217,59253.0,80.0,,,,,
6747,network,2025-03-01 09:33:25,janedoe,,20.189.206.202,224.135.255.216,29865.0,8080.0,,,,,
8515,network,2025-03-01 09:31:05,janedoe,,42.73.65.248,183.234.66.60,46536.0,80.0,,,,,
5673,network,2025-03-01 09:19:46,admin,,192.80.189.60,155.209.56.61,25245.0,8080.0,,,,,
9064,network,2025-03-01 09:54:00,user1,,40.60.190.156,254.191.155.150,32869.0,80.0,,,,,
7730,network,2025-03-01 09:33:22,admin,,201.215.24.156,228.145.110.93,54706.0,8080.0,,,,,
5982,network,2025-03-01 09:53:20,janedoe,,141.178.34.22,107.246.158.231,60025.0,443.0,,,,,
9209,network,2025-03-01 09:22:12,admin,,214.67.70.235,195.230.229.76,57800.0,8080.0,,,,,
6316,network,2025-03-01 09:30:14,johndoe,,160.209.198.119,231.202.173.23,63812.0,8080.0,,,,,
9747,network,2025-03-01 09:36:59,admin,,23.84.12.158,144.63.43.98,63621.0,8080.0,,,,,
8444,network,2025-03-01 09:16:44,janedoe,,146.96.243.9,31.92.9.140,52584.0,80.0,,,,,
6529,network,2025-03-01 09:01:38,johndoe,,207.164.205.23,126.11.174.223,12853.0,443.0,,,,,
7112,network,2025-03-01 09:52:26,admin,,66.46.58.50,139.86.146.73,12995.0,443.0,,,,,
2210,network,2025-03-01 09:20:20,janedoe,,79.208.86.30,158.166.92.13,47770.0,80.0,,,,,
1166,network,2025-03-01 09:51:20,user1,,82.72.211.165,67.192.61.26,14298.0,80.0,,,,,
4974,network,2025-03-01 09:01:58,janedoe,,131.197.58.137,16.162.237.208,5313.0,443.0,,,,,
5783,network,2025-03-01 09:57:46,user1,,###CORRUPT###60.9.137.51,64.64.155.208,30251.0,80.0,,,,,
8816,network,2025-03-01 09:55:28,janedoe,,248.72.191.86,201.125.216.231,3762.0,80.0,,,,,
8889,network,2025-03-01 09:25:57,johndoe,,213.148.85.0,16.246.139.128,56040.0,8080.0,,,,,
2393,network,2025-03-01 09:08:23,user1,,162.108.144.23,42.35.153.45,26930.0,8080.0,,,,,
4764,network,2025-03-01 09:30:54,johndoe,,143.143.221.107,157.162.175.133,65225.0,8080.0,,,,,
3392,network,2025-03-01 09:41:33,janedoe,,170.164.174.107,118.168.8.68,43389.0,80.0,,,,,
3803,network,2025-03-01 09:44:27,admin,,231.4.88.211,143.250.201.41,52620.0,8080.0,,,,,
5831,network,2025-03-01 09:00:34,admin,,8.227.63.180,249.192.183.198,12636.0,8080.0,,,,,
2975,network,2025-03-01 09:55:43,johndoe,,95.98.227.4,57.10.143.183,13574.0,80.0,,,,,
6303,network,2025-03-01 09:48:15,user1,,184.113.119.252,248.185.18.143,33322.0,8080.0,,,,,
4483,network,2025-03-01 09:38:37,user1,,51.202.56.142,146.252.87.99,44267.0,8080.0,,,,,
8618,network,2025-03-01 09:01:34,johndoe,,151.65.33.65,67.116.140.98,56576.0,8080.0,,,,,
5107,network,2025-03-01 09:18:42,admin,,144.232.1.218,165.26.165.221,56358.0,443.0,,,,,
9992,network,2025-03-01 09:36:20,janedoe,,133.238.253.185,133.22.114.24,19238.0,443.0,,,,,
5715,network,2025-03-01 09:17:03,user1,,2.200.99.171,21.12.115.216,63792.0,80.0,,,,,
2479,network,2025-03-01 09:22:49,johndoe,,85.159.32.49,8.245.221.12,39856.0,8080.0,,,,,
4533,network,2025-03-01 09:52:57,janedoe,,28.242.122.174,214.27.170.121,62860.0,80.0,,,,,
1324,network,2025-03-01 09:04:26,user1,,25.228.63.43,250.31.17.193,21555.0,8080.0,,,,,
7691,network,2025-03-01 09:38:10,admin,,###CORRUPT###236.226.28.154,157.221.33.52,45428.0,80.0,,,,,
9148,network,2025-03-01 09:31:41,janedoe,,218.195.205.49,159.210.119.5,30738.0,443.0,,,,,
1893,network,2025-03-01 09:40:37,admin,,159.51.173.13,117.168.98.55,7753.0,80.0,,,,,
3595,network,2025-03-01 09:09:23,admin,,203.99.64.131,91.215.246.227,13208.0,80.0,,,,,
1027,network,2025-03-01 09:23:24,johndoe,,33.159.223.183,80.74.75.240,21253.0,8080.0,,,,,
5285,network,2025-03-01 09:43:43,user1,,249.4.74.29,61.27.216.176,13830.0,80.0,,,,,
5308,network,2025-03-01 09:28:34,johndoe,,18.174.96.243,178.239.169.171,41400.0,443.0,,,,,
5210,network,2025-03-01 09:14:33,user1,,27.232.21.253,57.1.114.117,31598.0,8080.0,,,,,
9133,network,2025-03-01 09:24:25,admin,,189.169.192.105,103.94.3.185,1672.0,80.0,,,,,
6238,network,2025-03-01 09:19:23,user1,,30.72.148.225,50.184.22.15,14073.0,80.0,,,,,
9312,network,2025-03-01 09:57:32,johndoe,,227.134.89.173,217.125.91.100,2432.0,80.0,,,,,
3877,network,2025-03-01 09:16:23,johndoe,,26.10.70.194,168.56.173.107,21017.0,443.0,,,,,
2128,network,2025-03-01 09:25:49,johndoe,,96.87.222.33,31.73.66.97,13586.0,8080.0,,,,,
8247,network,2025-03-01 09:03:38,johndoe,,154.219.125.23,196.96.150.76,22498.0,80.0,,,,,
4166,network,2025-03-01 09:51:17,johndoe,,33.250.107.41,201.240.33.85,34356.0,443.0,,,,,
9280,network,2025-03-01 09:39:40,janedoe,,133.237.91.164,183.191.247.253,32072.0,443.0,,,,,
9689,network,2025-03-01 09:20:53,janedoe,,236.18.106.112,230.103.231.120,26969.0,80.0,,,,,
2926,network,2025-03-01 09:35:25,johndoe,,97.80.191.130,141.43.68.43,20360.0,443.0,,,,,
6072,network,2025-03-01 09:54:55,janedoe,,150.21.238.172,110.230.239.221,27825.0,443.0,,,,,
3399,network,2025-03-01 09:20:06,admin,,70.195.12.91,114.119.135.38,24557.0,80.0,,,,,
5308,network,2025-03-01 09:46:05,johndoe,,71.116.50.60,19.184.19.102,22897.0,80.0,,,,,
9782,network,2025-03-01 09:53:27,janedoe,,78.140.97.70,219.133.4.153,19495.0,443.0,,,,,
7208,network,2025-03-01 09:14:19,janedoe,,104.6.241.76,222.203.116.116,48428.0,8080.0,,,,,
6517,network,2025-03-01 09:28:30,user1,,133.239.236.174,203.43.160.96,29125.0,8080.0,,,,,
3755,network,2025-03-01 09:56:57,johndoe,,116.15.191.71,148.65.156.4,33778.0,8080.0,,,,,
2279,network,2025-03-01 09:09:29,user1,,58.214.217.206,196.153.166.11,38220.0,80.0,,,,,
8803,network,2025-03-01 09:07:24,johndoe,,244.169.200.195,53.200.32.197,13366.0,443.0,,,,,
1500,network,2025-03-01 09:41:11,janedoe,,247.231.155.47,44.53.90.16,55187.0,8080.0,,,,,
2612,network,2025-03-01 09:04:46,janedoe,,48.101.35.197,73.105.119.149,44249.0,8080.0,,,,,
3925,network,2025-03-01 09:36:37,janedoe,,95.5.87.167,221.210.200.80,8281.0,80.0,,,,,
2083,network,2025-03-01 09:45:22,janedoe,,191.35.199.105,34.105.158.221,54625.0,8080.0,,,,,
4115,network,2025-03-01 09:56:17,janedoe,,155.158.103.234,71.103.3.73,30235.0,80.0,,,,,
1152,network,2025-03-01 09:31:09,johndoe,,207.126.168.251,118.236.20.46,19892.0,8080.0,,,,,
6781,network,2025-03-01 09:44:59,user1,,216.152.200.89,107.127.91.221,31028.0,443.0,,,,,
9918,network,2025-03-01 09:47:39,user1,,146.48.201.22,62.80.140.149,44714.0,80.0,,,,,
5168,network,2025-03-01 09:34:26,johndoe,,,127.210.62.188,6039.0,80.0,,,,,
9939,network,2025-03-01 09:47:24,janedoe,,116.84.129.106,130.22.236.13,5820.0,8080.0,,,,,
9625,network,2025-03-01 09:22:19,janedoe,,88.204.99.203,10.5.128.58,47495.0,80.0,,,,,
3734,network,2025-03-01 09:57:27,user1,,119.34.42.124,183.224.71.241,54791.0,443.0,,,,,
9850,network,2025-03-01 09:52:07,admin,,215.9.51.90,76.63.200.86,6108.0,8080.0,,,,,
7456,network,2025-03-01 09:03:15,admin,,70.78.225.183,46.110.17.110,29994.0,8080.0,,,,,
9856,network,2025-03-01 09:17:02,johndoe,,177.157.227.26,154.2.24.193,51297.0,80.0,,,,,
5168,network,2025-03-01 09:46:25,admin,,62.102.46.8,108.14.7.172,54798.0,80.0,,,,,
7041,network,2025-03-01 09:42:47,user1,,246.49.85.85,12.212.55.167,22171.0,8080.0,,,,,
2226,network,2025-03-01 09:01:01,janedoe,,54.202.219.61,60.109.54.182,22216.0,80.0,,,,,
4170,network,2025-03-01 09:25:11,admin,,81.6.199.108,118.112.33.142,43618.0,8080.0,,,,,
6085,network,2025-03-01 09:40:57,johndoe,,227.111.210.154,197.255.52.87,17535.0,80.0,,,,,
6439,network,2025-03-01 09:41:32,janedoe,,179.198.68.170,45.162.246.34,22985.0,80.0,,,,,
7112,network,2025-03-01 09:51:41,user1,,131.119.6.119,6.63.158.121,49383.0,443.0,,,,,
3140,network,2025-03-01 09:43:49,admin,,21.30.70.191,128.151.103.77,25649.0,80.0,,,,,
4178,network,2025-03-01 09:51:14,admin,,237.227.168.68,72.162.20.212,43494.0,443.0,,,,,
6731,network,2025-03-01 09:35:35,johndoe,,217.169.175.124,53.27.127.113,40874.0,443.0,,,,,
8504,network,2025-03-01 09:08:34,admin,,114.3.33.251,18.98.26.72,62514.0,80.0,,,,,
7018,network,2025-03-01 09:16:43,janedoe,,152.104.120.40,110.239.159.84,48319.0,80.0,,,,,
2124,network,2025-03-01 09:05:27,johndoe,,156.127.155.146,148.229.103.139,57543.0,443.0,,,,,
99999,network,2025-03-01 09:29:10,admin,,97.85.241.225,109.221.79.246,2322.0,443.0,,,,,
7906,network,2025-03-01 09:25:36,janedoe,,233.153.78.89,66.194.237.156,30751.0,443.0,,,,,
9702,network,2025-03-01 09:00:17,admin,,,86.69.240.100,11164.0,80.0,,,,,
6599,network,2025-03-01 09:21:00,admin,,129.191.251.207,237.212.202.191,26192.0,443.0,,,,,
6339,network,2025-03-01 09:52:39,johndoe,,227.19.63.197,239.83.99.223,63748.0,443.0,,,,,
7098,network,2025-03-01 09:02:21,johndoe,,182.250.188.29,167.197.217.126,16906.0,443.0,,,,,
6439,network,2025-03-01 09:39:28,user1,,181.14.75.133,155.233.75.130,17238.0,8080.0,,,,,
1188,network,2025-03-01 09:17:15,johndoe,,30.47.196.203,181.41.96.216,11891.0,443.0,,,,,
7438,network,2025-03-01 09:18:21,user1,,248.195.157.210,193.45.55.176,54385.0,80.0,,,,,
9856,network,2025-03-01 09:52:49,janedoe,,192.203.157.3,253.86.251.0,7372.0,80.0,,,,,
4300,network,2025-03-01 09:12:25,admin,,107.147.220.87,46.191.95.68,14001.0,443.0,,,,,
8405,network,2025-03-01 09:30:05,admin,,146.108.95.102,16.93.98.132,65442.0,443.0,,,,,
2749,network,2025-03-01 09:02:01,user1,,163.85.40.150,22.193.63.141,5235.0,443.0,,,,,
2083,network,2025-03-01 09:54:03,admin,,125.51.4.31,69.3.21.49,14856.0,8080.0,,,,,
1794,network,2025-03-01 09:23:25,johndoe,,155.136.248.242,194.172.219.172,25323.0,8080.0,,,,,
9026,network,2025-03-01 09:00:12,janedoe,,62.184.204.193,157.29.182.169,53863.0,80.0,,,,,
2302,network,2025-03-01 09:42:12,janedoe,,179.205.71.13,155.62.143.127,25169.0,443.0,,,,,
1999,network,2025-03-01 09:15:56,janedoe,,106.96.1.164,5.184.23.166,45452.0,443.0,,,,,
7311,network,2025-03-01 09:13:19,user1,,190.41.178.219,241.243.51.197,20282.0,8080.0,,,,,
4783,network,2025-03-01 09:07:53,janedoe,,134.16.65.254,204.44.154.239,12037.0,443.0,,,,,
1653,network,2025-03-01 09:10:56,johndoe,,139.123.124.108,44.45.54.222,47932.0,80.0,,,,,
7996,network,2025-03-01 09:43:15,janedoe,,99.143.112.131,171.243.63.69,61496.0,8080.0,,,,,
7498,network,2025-03-01 09:53:35,janedoe,,204.170.114.33,165.175.193.195,43879.0,8080.0,,,,,
6303,network,2025-03-01 09:40:25,user1,,60.114.132.59,75.44.57.45,23321.0,8080.0,,,,,
5408,network,2025-03-01 09:40:16,user1,,242.59.188.65,219.160.194.0,21392.0,80.0,,,,,
5994,network,2025-03-01 09:36:44,janedoe,,100.216.163.186,205.64.113.54,26931.0,80.0,,,,,
5715,network,2025-03-01 09:45:25,admin,,38.151.112.255,175.233.75.145,10583.0,8080.0,,,,,
8105,network,2025-03-01 09:25:42,admin,,82.158.63.140,218.244.110.253,20127.0,8080.0,,,,,
9873,network,2025-03-01 09:20:25,user1,,86.78.107.115,180.26.91.249,48694.0,443.0,,,,,
4608,network,2025-03-01 09:36:02,johndoe,,141.200.172.216,174.242.178.200,26652.0,80.0,,,,,
5105,network,2025-03-01 09:11:10,user1,,179.99.201.49,34.165.27.155,31008.0,8080.0,,,,,
2677,network,2025-03-01 09:58:26,admin,,179.247.149.74,54.111.100.4,24762.0,8080.0,,,,,
4469,network,2025-03-01 09:12:15,admin,,202.75.192.218,174.86.28.49,24327.0,443.0,,,,,
8381,network,2025-03-01 09:27:34,user1,,,251.173.222.76,42113.0,8080.0,,,,,
4566,network,2025-03-01 09:59:02,janedoe,,31.123.203.250,78.88.192.45,51993.0,443.0,,,,,
5914,network,2025-03-01 09:45:39,user1,,162.227.188.5,31.59.42.62,33085.0,8080.0,,,,,
6413,network,2025-03-01 09:29:36,johndoe,,151.245.140.48,204.92.196.247,43268.0,8080.0,,,,,
2480,network,2025-03-01 09:55:48,janedoe,,33.50.166.32,183.94.207.10,26831.0,8080.0,,,,,
9977,network,2025-03-01 09:08:23,admin,,133.63.106.60,47.92.2.228,53486.0,443.0,,,,,
